Concurso ;Data;Coluna1 ;Coluna2 ;Coluna3 ;Coluna4 ;Coluna5 ;Coluna6 ;Media;Mediana;Premio_Acum;Sorteio_ Especial ;Classe
1696;18/04/2015;1;12;17;31;37;46;24;24;NO;NO;ABBDDE
1697;22/04/2015;8;23;30;51;53;58;37.16;40.5;YES;NO;ACDFFF
1698;25/04/2015;11;13;24;28;44;45;27.5;26;YES;NO;BBCCEE
1699;29/04/2015;1;6;10;30;33;38;19.66;20;YES;NO;AABDDD
1700;02/05/2015;15;18;41;48;50;58;38.33;44.5;NO;NO;BBEEFF
1701;05/05/2015;3;9;18;32;40;56;26.33;25;NO;NO;AABDEF
1702;07/05/2015;17;19;33;35;39;52;32.5;34;NO;NO;BBDDDF
1703;09/05/2015;3;23;26;35;39;49;29.16;30.5;YES;NO;ACCDDE
1704;13/05/2015;1;7;11;32;51;59;26.83;21.5;YES;NO;AABDFF
1705;16/05/2015;25;27;29;37;50;51;36.5;33;YES;NO;CCCDFF
1706;20/05/2015;12;31;34;36;48;56;36.16;35;NO;NO;BDDDEF
1707;23/05/2015;7;16;20;27;36;52;26.33;23.5;YES;NO;ABCCDF
1708;27/05/2015;17;29;32;38;45;50;35.16;35;YES;NO;BCDDEF
1709;30/05/2015;7;19;30;35;42;47;30;32.5;YES;NO;ABDDEE
1710;03/06/2015;7;21;28;56;58;59;38.16;42;YES;NO;ACCFFF
1711;06/06/2015;22;26;38;39;45;50;36.66;38.5;YES;NO;CCDDEF
1712;10/06/2015;2;12;19;29;50;59;28.5;24;YES;NO;ABBCFF
1713;13/06/2015;3;10;16;23;27;29;18;19.5;NO;NO;ABBCCC
1714;17/06/2015;2;8;24;36;51;52;28.83;30;YES;NO;AACDFF
1715;20/06/2015;16;20;35;40;53;60;37.33;37.5;YES;NO;BCDEFF
1716;24/06/2015;2;25;36;41;42;53;33.16;38.5;NO;NO;ACDEEF
1717;27/06/2015;2;9;16;37;44;58;27.66;26.5;YES;NO;AABDEF
1718;01/07/2015;4;30;31;32;47;53;32.83;31.5;YES;NO;ADDDEF
1719;04/07/2015;1;22;31;34;44;54;31;32.5;YES;NO;ACDDEF
1720;07/07/2015;18;23;31;39;49;57;36.16;35;YES;NO;BCDDEF
1721;09/07/2015;4;12;19;33;36;38;23.66;26;NO;NO;ABBDDD
1722;11/07/2015;9;23;39;41;49;58;36.5;40;YES;NO;ACDEEF
1723;15/07/2015;14;27;30;46;52;60;38.16;38;YES;NO;BCDEFF
1724;18/07/2015;27;33;37;39;58;60;42.33;38;YES;NO;CDDDFF
1725;22/07/2015;16;18;26;30;31;34;25.83;28;YES;NO;BBCDDD
1726;25/07/2015;3;10;42;49;54;57;35.83;45.5;YES;NO;ABEEFF
1727;29/07/2015;4;6;19;20;40;41;21.66;19.5;NO;NO;AABCEE
1728;01/08/2015;3;8;28;39;42;59;29.83;33.5;YES;NO;AACDEF
1729;04/08/2015;7;14;23;43;44;53;30.66;33;YES;NO;ABCEEF
1730;06/08/2015;1;10;17;24;42;51;24.16;20.5;NO;NO;ABBCEF
1731;08/08/2015;5;18;27;43;49;59;33.5;35;YES;NO;ABCEEF
1732;12/08/2015;25;34;38;45;53;60;42.5;41.5;NO;NO;CDDEFF
1733;15/08/2015;3;5;9;14;41;46;19.66;11.5;NO;NO;AAABEE
1734;19/08/2015;12;17;25;29;41;52;29.33;27;YES;NO;BBCCEF
1735;22/08/2015;6;16;33;34;45;46;30;33.5;YES;NO;ABDDEE
1736;26/08/2015;12;13;24;29;32;41;25.16;26.5;YES;NO;BBCCDE
1737;29/08/2015;5;8;42;50;51;59;35.83;46;YES;NO;AAEFFF
1738;02/09/2015;12;28;37;46;48;53;37.33;41.5;NO;NO;BCDEEF
1739;05/09/2015;9;10;17;32;34;46;24.66;24.5;YES;NO;ABBDDE
1740;09/09/2015;10;15;25;38;47;53;31.33;31.5;YES;NO;BBCDEF
1741;12/09/2015;15;18;20;32;48;49;30.33;26;NO;NO;BBCDEE
1742;16/09/2015;11;19;21;23;27;52;25.5;22;YES;NO;BBCCCF
1743;19/09/2015;4;10;29;31;34;35;23.83;30;YES;NO;ABCDDD
1744;23/09/2015;9;12;14;29;42;56;27;21.5;YES;NO;ABBCEF
1745;26/09/2015;9;13;18;47;52;60;33.16;32.5;YES;NO;ABBEFF
1746;30/09/2015;6;18;37;40;41;58;33.33;38.5;YES;NO;ABDEEF
1747;03/10/2015;6;33;34;48;53;59;38.83;41;NO;NO;ADDEFF
1748;07/10/2015;2;10;13;41;49;53;28;27;YES;NO;ABBEEF
1749;10/10/2015;3;13;14;29;33;43;22.5;21.5;YES;NO;ABBCDE
1750;13/10/2015;15;17;20;31;41;48;28.66;25.5;YES;NO;BBCDEE
1751;15/10/2015;15;22;23;42;51;57;35;32.5;YES;NO;BCCEFF
1752;17/10/2015;9;36;37;53;55;60;41.66;45;YES;NO;ADDFFF
1753;21/10/2015;8;15;29;35;45;54;31;32;NO;NO;ABCDEF
1754;24/10/2015;20;27;30;31;40;53;33.5;30.5;YES;NO;CCDDEF
1755;28/10/2015;2;5;8;18;30;48;18.5;13;YES;NO;AAABDE
1756;31/10/2015;6;13;14;28;35;45;23.5;21;YES;NO;ABBCDE
1757;04/11/2015;13;25;28;37;43;56;33.66;32.5;YES;NO;BCCDEF
1758;07/11/2015;6;11;16;23;36;42;22.33;19.5;YES;NO;ABBCDE
1759;10/11/2015;2;14;21;22;51;60;28.33;21.5;YES;NO;ABCCFF
1760;13/11/2015;10;24;25;36;47;48;31.66;30.5;YES;NO;BCCDEE
1761;14/11/2015;9;10;36;50;53;55;35.5;43;YES;NO;ABDFFF
1762;18/11/2015;26;32;42;45;55;59;43.16;43.5;YES;NO;CDEEFF
1763;21/11/2015;9;12;15;21;31;36;20.66;18;YES;NO;ABBCDD
1764;25/11/2015;6;7;29;39;41;55;29.5;34;NO;NO;AACDEF
1765;28/11/2015;1;6;28;37;56;58;31;32.5;YES;NO;AACDFF
1766;02/12/2015;22;23;41;46;53;60;40.83;43.5;YES;NO;CCEEFF
1767;05/12/2015;16;26;35;39;44;45;34.16;37;YES;NO;BCDDEE
1768;09/12/2015;5;7;11;34;35;50;23.66;22.5;YES;NO;AABDDF
1769;12/12/2015;32;37;44;47;54;60;45.66;45.5;YES;NO;DDEEFF
1770;16/12/2015;11;26;27;30;34;41;28.16;28.5;YES;NO;BCCDDE
1771;19/12/2015;2;20;27;28;32;38;24.5;27.5;YES;NO;ACCCDD
1772;22/12/2015;12;19;27;39;41;45;30.5;33;NO;NO;BBCDEE
1773;24/12/2015;15;30;39;41;45;59;38.16;40;YES;NO;BDDEEF
1774;26/12/2015;1;12;20;30;52;60;29.16;25;YES;NO;ABCDFF
1775;31/12/2015;2;18;31;42;51;56;33.33;36.5;NO;NO;ABDEFF
1776;02/01/2016;10;11;14;19;39;48;23.5;16.5;YES;NO;BBBBDE
1777;06/01/2016;4;19;38;44;52;55;35.33;41;YES;NO;ABDEFF
1778;09/01/2016;4;10;38;40;45;48;30.83;39;YES;NO;ABDEEE
1779;12/01/2016;12;25;30;39;56;57;36.5;34.5;YES;NO;BCDDFF
1780;14/01/2016;6;20;22;31;33;34;24.33;26.5;YES;NO;ACCDDD
1781;16/01/2016;1;8;22;49;52;53;30.83;35.5;NO;NO;AACEFF
1782;20/01/2016;6;18;34;47;52;57;35.66;40.5;YES;NO;ABDEFF
1783;23/01/2016;4;6;16;18;21;38;17.16;17;YES;NO;AABBCD
1784;27/01/2016;4;15;26;30;54;55;30.66;28;YES;NO;ABCDFF
1785;30/01/2016;5;11;27;41;42;54;30;34;YES;NO;ABCEEF
1786;02/02/2016;2;6;8;21;25;34;16;14.5;YES;NO;AAACCD
1787;04/02/2016;1;5;13;25;26;29;16.5;19;NO;NO;AABCCC
1788;06/02/2016;3;13;42;45;56;59;36.33;43.5;YES;NO;ABEEFF
1789;10/02/2016;6;25;43;57;58;59;41.33;50;YES;NO;ACEFFF
1790;13/02/2016;11;13;26;27;28;50;25.83;26.5;YES;NO;BBCCCF
1791;17/02/2016;12;18;46;50;53;55;39;48;YES;NO;BBEFFF
1792;20/02/2016;2;16;17;18;41;47;23.5;17.5;YES;NO;ABBBEE
1793;24/02/2016;13;14;22;54;56;58;36.16;38;NO;NO;BBCFFF
1794;27/02/2016;1;5;34;37;40;60;29.5;35.5;NO;NO;AADDEF
1795;02/03/2016;30;42;47;50;55;58;47;48.5;YES;NO;DEEFFF
1796;05/03/2016;22;23;34;48;53;54;39;41;NO;NO;CCDEFF
1797;08/03/2016;2;13;14;35;54;57;29.16;24.5;YES;NO;ABBDFF
1798;10/03/2016;2;9;23;28;45;53;26.66;25.5;YES;NO;AACCEF
1799;12/03/2016;1;3;4;39;51;53;25.16;21.5;YES;NO;AAADFF
1800;16/03/2016;6;11;16;19;31;56;23.16;17.5;NO;NO;ABBBDF
1801;19/03/2016;6;19;34;43;45;54;33.5;38.5;YES;NO;ABDEEF
1802;23/03/2016;2;6;13;14;17;44;16;13.5;YES;NO;AABBBE
1803;26/03/2016;4;8;29;38;49;50;29.66;33.5;YES;NO;AACDEF
1804;30/03/2016;20;21;28;48;50;59;37.66;38;YES;NO;CCCEFF
1805;02/04/2016;17;22;27;31;49;57;33.83;29;YES;NO;BCCDEF
1806;06/04/2016;11;20;35;42;55;58;36.83;38.5;YES;NO;BCDEFF
1807;09/04/2016;1;15;16;22;25;43;20.33;19;YES;NO;ABBCCE
1808;13/04/2016;2;14;20;25;41;45;24.5;22.5;YES;NO;ABCCEE
1809;16/04/2016;9;12;23;24;46;54;28;23.5;YES;NO;ABCCEF
1810;20/04/2016;1;10;25;43;50;56;30.83;34;NO;NO;ABCEFF
1811;23/04/2016;5;17;32;35;37;57;30.5;33.5;YES;NO;ABDDDF
1812;27/04/2016;20;23;32;34;37;45;31.83;33;YES;NO;CCDDDE
1813;30/04/2016;9;11;13;15;19;51;19.66;14;YES;NO;ABBBBF
1814;03/05/2016;9;11;27;46;51;53;32.83;36.5;YES;NO;ABCEFF
1815;05/05/2016;8;11;25;39;41;60;30.66;32;NO;NO;ABCDEF
1816;07/05/2016;5;10;12;22;28;46;20.5;17;YES;NO;ABBCCE
1817;11/05/2016;1;4;26;39;47;55;28.66;32.5;YES;NO;AACDEF
1818;14/05/2016;2;6;10;15;53;56;23.66;12.5;YES;NO;AABBFF
1819;18/05/2016;17;18;26;30;33;37;26.83;28;YES;NO;BBCDDD
1820;21/05/2016;3;19;23;27;40;45;26.16;25;YES;NO;ABCCEE
1821;25/05/2016;19;22;31;36;52;53;35.5;33.5;NO;NO;BCDDFF
1822;28/05/2016;1;22;26;43;50;53;32.5;34.5;YES;NO;ACCEFF
1823;01/06/2016;4;9;21;34;54;59;30.16;27.5;YES;NO;AACDFF
1824;04/06/2016;5;6;12;19;30;60;22;15.5;YES;NO;AABBDF
1825;07/06/2016;10;11;21;50;51;54;32.83;35.5;NO;NO;BBCFFF
1826;09/06/2016;17;19;32;43;48;51;35;37.5;YES;NO;BBDEEF
1827;11/06/2016;26;33;42;43;53;54;41.83;42.5;YES;NO;CDEEFF
1828;15/06/2016;6;11;32;40;48;59;32.66;36;YES;NO;ABDEEF
1829;18/06/2016;7;13;24;30;32;53;26.5;27;YES;NO;ABCDDF
1830;22/06/2016;3;7;29;37;54;60;31.66;33;NO;NO;AACDFF
1831;25/06/2016;15;27;28;32;48;55;34.16;30;NO;NO;BCCDEF
1832;29/06/2016;14;34;46;47;56;57;42.33;46.5;YES;NO;BDEEFF
1833;02/07/2016;2;3;7;16;27;42;16.16;11.5;YES;NO;AAABCE
1834;06/07/2016;2;17;22;24;48;51;27.33;23;NO;NO;ABCCEF
1835;09/07/2016;8;28;36;47;50;58;37.83;41.5;YES;NO;ACDEFF
1836;12/07/2016;8;15;18;45;59;60;34.16;31.5;YES;NO;ABBEFF
1837;14/07/2016;41;44;48;50;54;57;49;49;YES;NO;EEEFFF
1838;16/07/2016;5;8;24;30;57;59;30.5;27;NO;NO;AACDFF
1839;20/07/2016;7;22;28;32;56;58;33.83;30;YES;NO;ACCDFF
1840;23/07/2016;15;17;33;41;47;48;33.5;37;YES;NO;BBDEEE
1841;27/07/2016;3;6;13;38;49;51;26.66;25.5;YES;NO;AABDEF
1842;30/07/2016;16;18;22;24;34;43;26.16;23;NO;NO;BBCCDE
1843;03/08/2016;8;26;28;33;41;54;31.66;30.5;NO;NO;ACCDEF
1844;06/08/2016;3;4;37;39;48;50;30.16;38;YES;NO;AADDEF
1845;09/08/2016;3;9;13;29;30;51;22.5;21;YES;NO;AABCDF
1846;11/08/2016;6;24;26;30;34;49;28.16;28;YES;NO;ACCDDE
1847;13/08/2016;1;6;45;49;50;57;34.66;47;YES;NO;AAEEFF
1848;17/08/2016;9;40;41;50;55;58;42.16;45.5;YES;NO;AEEFFF
1849;20/08/2016;3;5;11;27;35;44;20.83;19;YES;NO;AABCDE
1850;24/08/2016;23;24;32;38;40;41;33;35;NO;NO;CCDDEE
1851;27/08/2016;8;18;21;22;35;37;23.5;21.5;YES;NO;ABCCDD
1852;31/08/2016;13;17;29;45;49;50;33.83;37;YES;NO;BBCEEF
1853;03/09/2016;1;2;34;39;41;45;27;36.5;NO;NO;AADDEE
1854;08/09/2016;25;30;31;34;43;59;37;32.5;YES;NO;CDDDEF
1855;10/09/2016;6;10;15;24;38;39;22;19.5;YES;NO;ABBCDD
1856;14/09/2016;2;9;14;22;32;37;19.33;18;YES;NO;AABCDD
1857;17/09/2016;13;23;25;35;52;53;33.5;30;YES;NO;BCCDFF
1858;20/09/2016;22;28;30;33;55;59;37.83;31.5;YES;NO;CCDDFF
1859;22/09/2016;1;13;14;21;26;51;21;17.5;YES;NO;ABBCCF
1860;24/09/2016;10;30;36;40;44;60;36.66;38;NO;NO;BDDEEF
1861;28/09/2016;2;4;9;35;45;60;25.83;22;YES;NO;AAADEF
1862;01/10/2016;2;8;35;42;49;56;32;38.5;NO;NO;AADEEF
1863;05/10/2016;16;23;45;56;58;59;42.83;50.5;YES;NO;BCEFFF
1864;08/10/2016;4;5;14;37;40;60;26.66;25.5;YES;NO;AABDEF
1865;13/10/2016;1;5;31;32;37;42;24.66;31.5;YES;NO;AADDDE
1866;15/10/2016;14;17;36;38;44;60;34.83;37;YES;NO;BBDDEF
1867;18/10/2016;3;10;17;21;22;43;19.33;19;YES;NO;ABBCCE
1868;20/10/2016;1;5;23;25;28;31;18.83;24;YES;NO;AACCCD
1869;22/10/2016;11;23;24;26;40;52;29.33;25;YES;NO;BCCCEF
1870;26/10/2016;18;20;30;32;33;40;28.83;31;YES;NO;BCDDDE
1871;29/10/2016;3;11;17;33;52;58;29;25;NO;NO;ABBDFF
1872;03/11/2016;11;13;25;39;46;56;31.66;32;YES;NO;BBCDEF
1873;05/11/2016;5;25;28;41;53;54;34.33;34.5;YES;NO;ACCEFF
1874;08/11/2016;10;28;37;43;44;47;34.83;40;YES;NO;BCDEEE
1875;10/11/2016;1;45;47;52;53;55;42.16;49.5;NO;NO;AEEFFF
1876;12/11/2016;7;18;39;41;44;51;33.33;40;YES;NO;ABDEEF
1877;16/11/2016;13;16;23;24;32;35;23.83;23.5;YES;NO;BBCCDD
1878;19/11/2016;12;16;26;40;56;57;34.5;33;YES;NO;BBCEFF
1879;23/11/2016;5;10;20;57;58;59;34.83;38.5;NO;NO;ABCFFF
1880;26/11/2016;5;16;19;37;51;56;30.66;28;YES;NO;ABBDFF
1881;30/11/2016;3;10;30;44;53;56;32.66;37;NO;NO;ABDEFF
1882;03/12/2016;9;10;19;35;37;41;25.16;27;YES;NO;ABBDDE
1883;07/12/2016;16;27;28;47;59;60;39.5;37.5;YES;NO;BCCEFF
1884;10/12/2016;1;4;23;32;38;59;26.16;27.5;YES;NO;AACDDF
1885;14/12/2016;7;14;18;23;32;59;25.5;20.5;YES;NO;ABBCDF
1886;17/12/2016;3;7;15;40;45;54;27.33;27.5;YES;NO;AABEEF
1887;20/12/2016;11;23;34;41;46;56;35.16;37.5;YES;NO;BCDEEF
1888;22/12/2016;1;10;17;18;45;48;23.16;17.5;NO;NO;ABBBEE
1889;24/12/2016;16;23;25;28;30;44;27.66;26.5;YES;NO;BCCCDE
1890;31/12/2016;5;11;22;24;51;53;27.66;23;NO;NO;ABCCFF
1891;04/01/2017;1;3;19;23;47;58;25.16;21;YES;NO;AABCEF
1892;07/01/2017;6;17;22;30;37;50;27;26;YES;NO;ABCDDF
1893;11/01/2017;16;17;19;28;45;58;30.5;23.5;YES;NO;BBBCEF
1894;14/01/2017;21;31;35;53;54;57;41.83;44;YES;NO;CDDFFF
1895;18/01/2017;2;3;5;10;15;34;11.5;7.5;YES;NO;AAABBD
1896;21/01/2017;3;6;14;15;21;25;14;14.5;NO;NO;AABBCC
1897;25/01/2017;9;22;25;47;52;58;35.5;36;YES;NO;ACCEFF
1898;28/01/2017;12;34;45;53;55;58;42.83;49;YES;NO;BDEFFF
1899;01/02/2017;20;23;35;36;44;48;34.33;35.5;YES;NO;CCDDEE
1900;04/02/2017;8;11;27;28;43;46;27.16;27.5;YES;NO;ABCCEE
1901;08/02/2017;11;12;26;30;37;53;28.16;28;YES;NO;BBCDDF
1902;11/02/2017;2;7;9;18;21;25;13.66;13.5;NO;NO;AAABCC
1903;15/02/2017;9;10;15;28;43;45;25;21.5;YES;NO;ABBCEE
1904;18/02/2017;12;15;18;21;51;56;28.83;19.5;YES;NO;BBBCFF
1905;21/02/2017;29;35;43;54;56;57;45.66;48.5;YES;NO;CDEFFF
1906;23/02/2017;6;27;33;39;40;60;34.16;36;YES;NO;ACDDEF
1907;25/02/2017;3;25;35;38;44;48;32.16;36.5;YES;NO;ACDDEE
1908;01/03/2017;4;10;13;23;27;57;22.33;18;YES;NO;ABBCCF
1909;04/03/2017;11;40;43;45;47;57;40.5;44;YES;NO;BEEEEF
1910;08/03/2017;6;9;15;22;39;48;23.16;18.5;NO;NO;AABCDE
1911;11/03/2017;16;18;23;30;32;33;25.33;26.5;YES;NO;BBCDDD
1912;15/03/2017;10;13;33;35;36;42;28.16;34;NO;NO;BBDDDE
1913;18/03/2017;4;14;17;43;52;56;31;30;YES;NO;ABBEFF
1914;22/03/2017;16;29;33;39;42;44;33.83;36;NO;NO;BCDDEE
1915;25/03/2017;2;20;21;33;48;57;30.16;27;YES;NO;ACCDEF
1916;29/03/2017;3;9;18;23;50;52;25.83;20.5;YES;NO;AABCFF
1917;01/04/2017;4;21;25;33;36;46;27.5;29;YES;NO;ACCDDE
1918;05/04/2017;16;17;20;22;38;50;27.16;21;YES;NO;BBCCDF
1919;08/04/2017;11;28;37;45;54;60;39.16;41;YES;NO;BCDEFF
1920;12/04/2017;25;31;33;39;43;45;36;36;YES;NO;CDDDEE
1921;15/04/2017;10;15;16;19;28;35;20.5;17.5;YES;NO;BBBBCD
1922;19/04/2017;20;22;36;38;41;43;33.33;37;YES;NO;CCDDEE
1923;22/04/2017;9;34;42;45;46;59;39.16;43.5;YES;NO;ADEEEF
1924;26/04/2017;12;16;30;52;53;58;36.83;41;NO;NO;BBDFFF
1925;29/04/2017;1;17;38;43;45;47;31.83;40.5;YES;NO;ABDEEE
1926;03/05/2017;2;3;14;20;30;46;19.16;17;NO;NO;AABCDE
1927;06/05/2017;5;11;13;19;30;31;18.16;16;NO;NO;ABBBDD
1928;09/05/2017;10;26;28;51;53;59;37.83;39.5;YES;NO;BCCFFF
1929;11/05/2017;3;10;23;36;43;52;27.83;29.5;YES;NO;ABCDEF
1930;13/05/2017;4;17;18;37;52;56;30.66;27.5;YES;NO;ABBDFF
1931;17/05/2017;2;8;9;15;22;34;15;12;YES;NO;AAABCD
1932;20/05/2017;10;16;21;29;44;55;29.16;25;YES;NO;BBCCEF
1933;24/05/2017;2;14;15;19;35;59;24;17;YES;NO;ABBBDF
1934;27/05/2017;8;23;35;39;56;59;36.66;37;YES;NO;ACDDFF
1935;31/05/2017;1;3;10;17;23;24;13;13.5;NO;NO;AABBCC
1936;03/06/2017;3;12;24;40;51;52;30.33;32;YES;NO;ABCEFF
1937;07/06/2017;6;10;24;29;43;55;27.83;26.5;NO;NO;ABCCEF
1938;10/06/2017;10;16;32;40;42;54;32.33;36;YES;NO;BBDEEF
1939;14/06/2017;7;24;29;39;45;52;32.66;34;YES;NO;ACCDEF
1940;17/06/2017;9;13;16;17;36;47;23;16.5;YES;NO;ABBBDE
1941;21/06/2017;1;9;24;38;48;49;28.16;31;NO;NO;AACDEE
1942;24/06/2017;6;18;20;24;43;48;26.5;22;YES;NO;ABCCEE
1943;28/06/2017;9;11;12;30;39;43;24;21;YES;NO;ABBDDE
1944;01/07/2017;8;9;39;47;57;59;36.5;43;YES;NO;AADEFF
1945;04/07/2017;4;8;10;21;45;54;23.66;15.5;YES;NO;AABCEF
1946;06/07/2017;4;6;39;44;52;60;34.16;41.5;YES;NO;AADEFF
1947;08/07/2017;8;33;40;52;55;59;41.16;46;YES;NO;ADEFFF
1948;12/07/2017;12;20;24;28;33;57;29;26;YES;NO;BCCCDF
1949;15/07/2017;1;6;14;22;30;56;21.5;18;YES;NO;AABCDF
1950;19/07/2017;10;21;32;34;48;57;33.66;33;YES;NO;BCDDEF
1951;22/07/2017;14;16;19;21;33;55;26.33;20;YES;NO;BBBCDF
1952;26/07/2017;9;21;36;38;52;53;34.83;37;YES;NO;ACDDFF
1953;29/07/2017;9;26;29;42;43;45;32.33;35.5;NO;NO;ACCEEE
1954;02/08/2017;9;25;33;35;40;49;31.83;34;YES;NO;ACDDEE
1955;05/08/2017;15;27;33;36;41;45;32.83;34.5;YES;NO;BCDDEE
1956;08/08/2017;5;8;20;28;40;45;24.33;24;YES;NO;AACCEE
1957;10/08/2017;2;14;22;23;29;47;22.83;22.5;NO;NO;ABCCCE
1958;12/08/2017;15;20;22;24;34;55;28.33;23;YES;NO;BCCCDF
1959;16/08/2017;8;21;27;35;43;56;31.66;31;YES;NO;ACCDEF
1960;19/08/2017;1;18;25;37;39;43;27.16;31;YES;NO;ABCDDE
1961;23/08/2017;17;25;26;30;32;50;30;28;YES;NO;BCCDDF
1962;26/08/2017;5;6;15;25;39;53;23.83;20;YES;NO;AABCDF
1963;30/08/2017;4;5;7;34;42;60;25.33;20.5;YES;NO;AAADEF
1964;02/09/2017;2;27;32;36;48;50;32.5;34;YES;NO;ACDDEF
1965;06/09/2017;26;28;35;38;48;55;38.33;36.5;NO;NO;CCDDEF
1966;09/09/2017;10;13;19;32;40;60;29;25.5;YES;NO;BBBDEF
1967;13/09/2017;13;30;32;39;46;54;35.66;35.5;YES;NO;BDDDEF
1968;16/09/2017;35;36;39;44;48;52;42.33;41.5;YES;NO;DDDEEF
1969;19/09/2017;8;20;30;32;48;59;32.83;31;YES;NO;ACDDEF
1970;21/09/2017;5;10;18;24;39;52;24.66;21;YES;NO;ABBCDF
1971;23/09/2017;4;10;41;44;52;54;34.16;42.5;YES;NO;ABEEFF
1972;27/09/2017;9;16;20;54;57;59;35.83;37;YES;NO;ABCFFF
1973;30/09/2017;1;12;16;17;52;60;26.33;16.5;YES;NO;ABBBFF
1974;04/10/2017;4;19;27;38;54;57;33.16;32.5;NO;NO;ABCDFF
1975;07/10/2017;8;11;24;26;47;57;28.83;25;NO;NO;ABCCEF
1976;11/10/2017;12;14;19;25;52;59;30.16;22;YES;NO;BBBCFF
1977;14/10/2017;3;16;28;32;34;37;25;30;NO;NO;ABCDDD
1978;17/10/2017;2;6;22;44;55;57;31;33;YES;NO;AACEFF
1979;19/10/2017;22;23;29;32;38;45;31.5;30.5;NO;NO;CCCDDE
1980;21/10/2017;12;16;17;18;34;37;22.33;17.5;YES;NO;BBBBDD
1981;25/10/2017;6;15;19;37;39;53;28.16;28;YES;NO;ABBDDF
1982;28/10/2017;4;14;20;24;46;50;26.33;22;NO;NO;ABCCEF
1983;01/11/2017;5;6;10;14;22;36;15.5;12;NO;NO;AABBCD
1984;04/11/2017;21;29;32;35;43;50;35;33.5;YES;NO;CCDDEF
1985;07/11/2017;9;28;29;34;36;55;31.83;31.5;YES;NO;ACCDDF
1986;09/11/2017;23;36;43;44;55;56;42.83;43.5;YES;NO;CDEEFF
1987;11/11/2017;10;14;31;34;45;58;32;32.5;YES;NO;BBDDEF
1988;16/11/2017;5;10;39;42;46;54;32.66;40.5;YES;NO;ABDEEF
1989;18/11/2017;15;22;30;32;40;58;32.83;31;YES;NO;BCDDEF
1990;22/11/2017;11;24;26;34;37;59;31.83;30;YES;NO;BCCDDF
1991;25/11/2017;19;20;28;34;36;44;30.16;31;YES;NO;BCCDDE
1992;29/11/2017;5;11;13;21;53;54;26.16;17;NO;NO;ABBCFF
1993;02/12/2017;6;17;33;48;50;57;35.16;40.5;YES;NO;ABDEFF
1994;06/12/2017;2;5;12;32;40;44;22.5;22;YES;NO;AABDEE
1995;09/12/2017;14;26;29;35;37;39;30;32;YES;NO;BCCDDD
1996;13/12/2017;7;20;21;24;40;56;28;22.5;YES;NO;ACCCEF
1997;16/12/2017;1;7;14;31;35;46;22.33;22.5;YES;NO;AABDDE
1998;19/12/2017;8;21;24;25;52;57;31.16;24.5;YES;NO;ACCCFF
1999;21/12/2017;15;37;38;42;49;50;38.5;40;YES;NO;BDDEEF
2000;31/12/2017;3;6;10;17;34;37;17.83;13.5;NO;YES;AABBDD
2001;03/01/2018;20;22;36;42;52;60;38.66;39;YES;NO;CCDEFF
2002;06/01/2018;4;28;30;38;46;59;34.16;34;YES;NO;ACDDEF
2003;10/01/2018;28;34;40;43;50;51;41;41.5;YES;NO;CDEEFF
2004;13/01/2018;1;5;14;23;35;45;20.5;18.5;NO;NO;AABCDE
2005;17/01/2018;11;19;22;33;34;53;28.66;27.5;YES;NO;BBCDDF
2006;20/01/2018;1;9;14;20;25;54;20.5;17;YES;NO;AABCCF
2007;24/01/2018;4;14;39;41;54;58;35;40;YES;NO;ABDEFF
2008;27/01/2018;22;27;33;42;58;59;40.16;37.5;YES;NO;CCDEFF
2009;31/01/2018;1;37;44;46;48;50;37.66;45;YES;NO;ADEEEF
2010;03/02/2018;8;10;18;34;39;56;27.5;26;YES;NO;ABBDDF
2011;06/02/2018;2;28;32;35;54;58;34.83;33.5;YES;NO;ACDDFF
2012;08/02/2018;8;11;27;35;36;51;28;31;YES;NO;ABCDDF
2013;10/02/2018;6;23;30;36;53;56;34;33;YES;NO;ACDDFF
2014;14/02/2018;16;32;40;46;53;56;40.5;43;YES;NO;BDEEFF
2015;17/02/2018;17;18;27;32;39;58;31.83;29.5;NO;NO;BBCDDF
2016;21/02/2018;4;11;17;18;21;48;19.83;17.5;YES;NO;ABBBCE
2017;24/02/2018;2;10;11;24;38;56;23.5;17.5;YES;NO;ABBCDF
2018;28/02/2018;11;22;25;27;55;59;33.16;26;YES;NO;BCCCFF
2019;03/03/2018;23;41;46;52;54;59;45.83;49;YES;NO;CEEFFF
2020;07/03/2018;2;36;46;48;57;60;41.5;47;YES;NO;ADEEFF
2021;10/03/2018;7;14;32;37;40;60;31.66;34.5;YES;NO;ABDDEF
2022;14/03/2018;4;28;45;48;52;60;39.5;46.5;YES;NO;ACEEFF
2023;17/03/2018;1;6;7;8;23;56;16.83;7.5;NO;NO;AAAACF
2024;21/03/2018;16;20;23;29;35;47;28.33;26;YES;NO;BCCCDE
2025;24/03/2018;4;24;46;52;55;56;39.5;49;YES;NO;ACEFFF
2026;28/03/2018;10;23;31;33;51;52;33.33;32;YES;NO;BCDDFF
2027;31/03/2018;11;15;29;37;39;44;29.16;33;YES;NO;BBCDDE
2028;04/04/2018;7;11;24;36;42;58;29.66;30;NO;NO;ABCDEF
2029;07/04/2018;6;15;18;33;37;40;24.83;25.5;YES;NO;ABBDDE
2030;11/04/2018;4;27;38;40;58;59;37.66;39;NO;NO;ACDEFF
